STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,sex,Sex,unit,Unit of measure,age,Age class,asyl_app,Applicant type,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SI,Slovenia,2021,,5300,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SI,Slovenia,2022,,6785,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SI,Slovenia,2023,,7260,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SI,Slovenia,2024,,5635,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2008,,905,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2009,,820,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2010,,540,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2011,,490,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2012,,730,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2013,,440,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2014,,330,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2015,,330,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2016,,145,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2017,,165,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2018,,175,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2019,,230,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2020,,280,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2021,,370,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2022,,545,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2023,,415,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,SK,Slovakia,2024,,165,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2009,,31695,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2010,,24365,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2011,,26940,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2012,,28895,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2013,,30820,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2014,,33010,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2015,,40410,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2016,,39855,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2017,,34860,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2018,,38920,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,TOTAL,Total,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,UK,United Kingdom,2019,,46130,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2008,,140,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2009,,120,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2010,,80,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2011,,65,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2012,,80,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2013,,60,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2014,,455,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2015,,505,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2016,,375,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2017,,490,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2018,,260,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2019,,220,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2020,,95,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2021,,90,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2022,,620,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2023,,125,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,AT,Austria,2024,,90,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2008,,65,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2009,,35,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2010,,65,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2011,,75,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2012,,90,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2013,,65,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2014,,570,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2015,,435,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2016,,185,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2017,,155,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2018,,130,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2019,,160,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2020,,85,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2021,,120,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2022,,750,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2023,,120,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BE,Belgium,2024,,150,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2008,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2009,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2010,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2011,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2012,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2013,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2014,,40,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2015,,65,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2016,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2017,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2018,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2019,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2020,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2021,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2022,,1295,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2023,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,BG,Bulgaria,2024,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2008,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2009,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2010,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2011,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2012,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2013,,40,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2014,,210,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2015,,245,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2016,,95,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2017,,75,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2018,,60,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2019,,55,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2020,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2021,,55,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2022,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2023,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CH,Switzerland,2024,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CY,Cyprus,2008,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CY,Cyprus,2009,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CY,Cyprus,2010,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CY,Cyprus,2011,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CY,Cyprus,2012,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,CY,Cyprus,2013,,0,,,,,
