reason,citizen,geo,year,Illegal Third Country Nationals
Illegal entry,Iran,Poland,2021,80.0
Illegal entry,Iran,Poland,2022,85.0
Illegal entry,Iran,Poland,2023,70.0
Illegal entry,Iran,Romania,2021,15.0
Illegal entry,Iran,Romania,2022,5.0
Illegal entry,Iran,Slovenia,2021,465.0
Illegal entry,Iran,Slovenia,2022,930.0
Illegal entry,Iran,Slovenia,2023,575.0
Illegal entry,Iran,Slovakia,2022,10.0
Illegal entry,Iran,Slovakia,2023,5.0
Illegal entry,Jamaica,Switzerland,2020,5.0
Illegal entry,Jamaica,Switzerland,2022,10.0
Illegal entry,Jamaica,Switzerland,2023,5.0
Illegal entry,Jamaica,Germany,2022,40.0
Illegal entry,Jamaica,Germany,2023,25.0
Illegal entry,Jamaica,Italy,2021,5.0
Illegal entry,Jamaica,Italy,2022,5.0
Illegal entry,Jamaica,Italy,2023,10.0
Illegal entry,Jamaica,Slovenia,2023,5.0
Illegal entry,Jordan,Switzerland,2020,5.0
Illegal entry,Jordan,Switzerland,2021,5.0
Illegal entry,Jordan,Switzerland,2022,10.0
Illegal entry,Jordan,Switzerland,2023,10.0
Illegal entry,Jordan,Cyprus,2023,15.0
Illegal entry,Jordan,Czechia,2022,10.0
Illegal entry,Jordan,Germany,2022,95.0
Illegal entry,Jordan,Germany,2023,150.0
Illegal entry,Jordan,Greece,2021,5.0
Illegal entry,Jordan,Greece,2022,5.0
Illegal entry,Jordan,Greece,2023,10.0
Illegal entry,Jordan,Croatia,2021,5.0
Illegal entry,Jordan,Croatia,2022,10.0
Illegal entry,Jordan,Croatia,2023,30.0
Illegal entry,Jordan,Hungary,2021,10.0
Illegal entry,Jordan,Hungary,2022,20.0
Illegal entry,Jordan,Hungary,2023,5.0
Illegal entry,Jordan,Italy,2021,5.0
Illegal entry,Jordan,Italy,2022,10.0
Illegal entry,Jordan,Italy,2023,10.0
Illegal entry,Jordan,Norway,2022,5.0
Illegal entry,Jordan,Norway,2023,5.0
Illegal entry,Jordan,Poland,2021,5.0
Illegal entry,Jordan,Poland,2022,10.0
Illegal entry,Jordan,Poland,2023,20.0
Illegal entry,Jordan,Slovenia,2022,10.0
Illegal entry,Jordan,Slovenia,2023,25.0
Illegal entry,Japan,Switzerland,2021,5.0
Illegal entry,Japan,Germany,2022,5.0
Illegal entry,Japan,Germany,2023,10.0
Illegal entry,Japan,Finland,2022,5.0
Illegal entry,Japan,France,2022,5.0
Illegal entry,Japan,Italy,2023,5.0
Illegal entry,Japan,Montenegro,2022,10.0
Illegal entry,Kenya,Switzerland,2020,10.0
Illegal entry,Kenya,Switzerland,2022,10.0
Illegal entry,Kenya,Switzerland,2023,5.0
Illegal entry,Kenya,Germany,2022,55.0
Illegal entry,Kenya,Germany,2023,105.0
Illegal entry,Kenya,Greece,2021,10.0
Illegal entry,Kenya,Greece,2022,10.0
Illegal entry,Kenya,Greece,2023,10.0
Illegal entry,Kenya,France,2022,10.0
Illegal entry,Kenya,France,2023,25.0
Illegal entry,Kenya,Italy,2021,10.0
Illegal entry,Kenya,Italy,2022,10.0
Illegal entry,Kenya,Italy,2023,10.0
Illegal entry,Kenya,Norway,2022,5.0
Illegal entry,Kenya,Norway,2023,10.0
Illegal entry,Kenya,Poland,2023,5.0
Illegal entry,Kyrgyzstan,Bulgaria,2022,5.0
Illegal entry,Kyrgyzstan,Switzerland,2023,5.0
Illegal entry,Kyrgyzstan,Czechia,2022,10.0
Illegal entry,Kyrgyzstan,Germany,2022,30.0
Illegal entry,Kyrgyzstan,Germany,2023,30.0
Illegal entry,Kyrgyzstan,Estonia,2023,10.0
Illegal entry,Kyrgyzstan,Croatia,2023,10.0
Illegal entry,Kyrgyzstan,Hungary,2023,10.0
Illegal entry,Kyrgyzstan,Italy,2021,25.0
Illegal entry,Kyrgyzstan,Italy,2022,30.0
Illegal entry,Kyrgyzstan,Italy,2023,25.0
Illegal entry,Kyrgyzstan,Poland,2022,25.0
Illegal entry,Kyrgyzstan,Poland,2023,25.0
Illegal entry,Kyrgyzstan,Slovenia,2023,10.0
Illegal entry,Cambodia,Switzerland,2020,5.0
Illegal entry,Cambodia,Switzerland,2022,10.0
Illegal entry,Cambodia,Switzerland,2023,5.0
Illegal entry,Cambodia,Germany,2022,25.0
Illegal entry,Cambodia,Germany,2023,30.0
Illegal entry,Comoros,Bulgaria,2021,5.0
Illegal entry,Comoros,Switzerland,2020,5.0
Illegal entry,Comoros,Switzerland,2022,5.0
Illegal entry,Comoros,Germany,2022,5.0
Illegal entry,Comoros,Germany,2023,5.0
Illegal entry,Comoros,Greece,2021,30.0
Illegal entry,Comoros,Greece,2022,60.0
Illegal entry,Comoros,Greece,2023,15.0
Illegal entry,Comoros,France,2021,25.0
Illegal entry,Comoros,France,2022,40.0
Illegal entry,Comoros,France,2023,25.0
Illegal entry,Comoros,Croatia,2023,15.0
Illegal entry,Comoros,Italy,2021,25.0
Illegal entry,Comoros,Italy,2022,20.0
Illegal entry,Comoros,Italy,2023,170.0
Illegal entry,Comoros,Slovenia,2022,10.0
Illegal entry,Comoros,Slovenia,2023,5.0
Illegal entry,Saint Kitts and Nevis,Germany,2022,5.0
Illegal entry,Saint Kitts and Nevis,Germany,2023,5.0
Illegal entry,North Korea,Croatia,2023,5.0
Illegal entry,South Korea,Switzerland,2021,5.0
Illegal entry,South Korea,Germany,2022,10.0
Illegal entry,South Korea,Germany,2023,10.0
Illegal entry,South Korea,Italy,2021,5.0
Illegal entry,South Korea,Slovenia,2023,5.0
Illegal entry,Kuwait,Belgium,2022,5.0
Illegal entry,Kuwait,Czechia,2022,15.0
Illegal entry,Kuwait,Germany,2022,35.0
Illegal entry,Kuwait,Germany,2023,45.0
Illegal entry,Kuwait,Greece,2021,10.0
Illegal entry,Kuwait,Greece,2022,10.0
Illegal entry,Kuwait,Greece,2023,65.0
Illegal entry,Kuwait,Croatia,2021,10.0
Illegal entry,Kuwait,Hungary,2021,5.0
Illegal entry,Kuwait,Italy,2021,20.0
Illegal entry,Kuwait,Italy,2022,20.0
Illegal entry,Kuwait,Italy,2023,45.0
Illegal entry,Kuwait,Poland,2021,5.0
Illegal entry,Kuwait,Slovenia,2021,10.0
Illegal entry,Kazakhstan,Switzerland,2020,10.0
Illegal entry,Kazakhstan,Switzerland,2022,10.0
Illegal entry,Kazakhstan,Switzerland,2023,15.0
Illegal entry,Kazakhstan,Czechia,2021,10.0
Illegal entry,Kazakhstan,Czechia,2022,25.0
Illegal entry,Kazakhstan,Czechia,2023,5.0
Illegal entry,Kazakhstan,Germany,2022,190.0
Illegal entry,Kazakhstan,Germany,2023,270.0
Illegal entry,Kazakhstan,Estonia,2022,5.0
Illegal entry,Kazakhstan,Estonia,2023,5.0
Illegal entry,Kazakhstan,Greece,2021,5.0
Illegal entry,Kazakhstan,Greece,2022,5.0
Illegal entry,Kazakhstan,Greece,2023,15.0
Illegal entry,Kazakhstan,France,2022,5.0
Illegal entry,Kazakhstan,Croatia,2023,10.0
Illegal entry,Kazakhstan,Italy,2021,15.0
Illegal entry,Kazakhstan,Italy,2022,15.0
Illegal entry,Kazakhstan,Italy,2023,10.0
Illegal entry,Kazakhstan,Norway,2022,5.0
Illegal entry,Kazakhstan,Poland,2021,5.0
Illegal entry,Kazakhstan,Poland,2022,35.0
Illegal entry,Kazakhstan,Poland,2023,20.0
Illegal entry,Kazakhstan,Slovenia,2021,5.0
Illegal entry,Kazakhstan,Slovenia,2023,10.0
Illegal entry,Laos,Switzerland,2022,5.0
Illegal entry,Laos,Germany,2023,15.0
Illegal entry,Lebanon,Bulgaria,2022,5.0
Illegal entry,Lebanon,Bulgaria,2023,25.0
Illegal entry,Lebanon,Switzerland,2020,15.0
Illegal entry,Lebanon,Switzerland,2021,15.0
Illegal entry,Lebanon,Switzerland,2022,10.0
Illegal entry,Lebanon,Switzerland,2023,20.0
Illegal entry,Lebanon,Cyprus,2023,20.0
Illegal entry,Lebanon,Czechia,2022,25.0
Illegal entry,Lebanon,Germany,2022,465.0
Illegal entry,Lebanon,Germany,2023,300.0
Illegal entry,Lebanon,Greece,2021,30.0
Illegal entry,Lebanon,Greece,2022,165.0
Illegal entry,Lebanon,Greece,2023,55.0
Illegal entry,Lebanon,France,2021,35.0
Illegal entry,Lebanon,France,2022,100.0
Illegal entry,Lebanon,France,2023,40.0
Illegal entry,Lebanon,Croatia,2021,10.0
Illegal entry,Lebanon,Croatia,2022,5.0
Illegal entry,Lebanon,Croatia,2023,10.0
Illegal entry,Lebanon,Hungary,2021,40.0
Illegal entry,Lebanon,Hungary,2022,30.0
Illegal entry,Lebanon,Italy,2021,90.0
Illegal entry,Lebanon,Italy,2022,440.0
Illegal entry,Lebanon,Italy,2023,70.0
Illegal entry,Lebanon,Malta,2022,15.0
Illegal entry,Lebanon,Poland,2021,15.0
Illegal entry,Lebanon,Poland,2022,15.0
Illegal entry,Lebanon,Poland,2023,10.0
Illegal entry,Lebanon,Slovenia,2021,5.0
Illegal entry,Lebanon,Slovenia,2022,5.0
Illegal entry,Lebanon,Slovenia,2023,5.0
Illegal entry,Lebanon,Slovakia,2023,5.0
Illegal entry,Sri Lanka,Bulgaria,2023,10.0
Illegal entry,Sri Lanka,Switzerland,2020,40.0
Illegal entry,Sri Lanka,Switzerland,2021,55.0
Illegal entry,Sri Lanka,Switzerland,2022,45.0
Illegal entry,Sri Lanka,Switzerland,2023,45.0
Illegal entry,Sri Lanka,Cyprus,2023,40.0
Illegal entry,Sri Lanka,Czechia,2022,5.0
Illegal entry,Sri Lanka,Czechia,2023,5.0
Illegal entry,Sri Lanka,Germany,2022,110.0
Illegal entry,Sri Lanka,Germany,2023,190.0
Illegal entry,Sri Lanka,Greece,2021,20.0
Illegal entry,Sri Lanka,Greece,2022,20.0
Illegal entry,Sri Lanka,Greece,2023,25.0
Illegal entry,Sri Lanka,Finland,2022,5.0
Illegal entry,Sri Lanka,France,2021,65.0
Illegal entry,Sri Lanka,France,2022,65.0
Illegal entry,Sri Lanka,France,2023,150.0
Illegal entry,Sri Lanka,Croatia,2022,15.0
Illegal entry,Sri Lanka,Croatia,2023,370.0
Illegal entry,Sri Lanka,Hungary,2021,20.0
Illegal entry,Sri Lanka,Hungary,2022,75.0
Illegal entry,Sri Lanka,Hungary,2023,200.0
Illegal entry,Sri Lanka,Italy,2021,180.0
Illegal entry,Sri Lanka,Italy,2022,260.0
Illegal entry,Sri Lanka,Italy,2023,475.0
Illegal entry,Sri Lanka,Latvia,2021,5.0
Illegal entry,Sri Lanka,Latvia,2022,10.0
Illegal entry,Sri Lanka,Latvia,2023,5.0
Illegal entry,Sri Lanka,Norway,2022,30.0
Illegal entry,Sri Lanka,Norway,2023,105.0
Illegal entry,Sri Lanka,Poland,2021,10.0
Illegal entry,Sri Lanka,Poland,2022,15.0
Illegal entry,Sri Lanka,Poland,2023,5.0
Illegal entry,Sri Lanka,Romania,2023,5.0
Illegal entry,Sri Lanka,Slovenia,2021,5.0
Illegal entry,Sri Lanka,Slovenia,2022,20.0
Illegal entry,Sri Lanka,Slovenia,2023,650.0
Illegal entry,Sri Lanka,Slovakia,2021,10.0
Illegal entry,Sri Lanka,Slovakia,2023,10.0
Illegal entry,Liberia,Switzerland,2020,5.0
Illegal entry,Liberia,Switzerland,2021,5.0
Illegal entry,Liberia,Switzerland,2022,5.0
Illegal entry,Liberia,Switzerland,2023,5.0
Illegal entry,Liberia,Cyprus,2023,140.0
Illegal entry,Liberia,Germany,2022,30.0
Illegal entry,Liberia,Germany,2023,50.0
Illegal entry,Liberia,Greece,2022,10.0
Illegal entry,Liberia,Greece,2023,35.0
Illegal entry,Liberia,France,2021,5.0
Illegal entry,Liberia,France,2022,20.0
Illegal entry,Liberia,France,2023,10.0
Illegal entry,Liberia,Hungary,2021,5.0
Illegal entry,Liberia,Italy,2021,110.0
Illegal entry,Liberia,Italy,2022,115.0
Illegal entry,Liberia,Italy,2023,430.0
Illegal entry,Liberia,Norway,2023,10.0
Illegal entry,Lesotho,Germany,2022,5.0
Illegal entry,Libya,Bulgaria,2022,20.0
Illegal entry,Libya,Bulgaria,2023,30.0
Illegal entry,Libya,Switzerland,2020,120.0
Illegal entry,Libya,Switzerland,2021,115.0
Illegal entry,Libya,Switzerland,2022,120.0
Illegal entry,Libya,Switzerland,2023,90.0
Illegal entry,Libya,Czechia,2021,10.0
Illegal entry,Libya,Germany,2022,415.0
Illegal entry,Libya,Germany,2023,345.0
Illegal entry,Libya,Greece,2021,85.0
Illegal entry,Libya,Greece,2022,30.0
Illegal entry,Libya,Greece,2023,20.0
Illegal entry,Libya,France,2021,50.0
Illegal entry,Libya,France,2022,50.0
Illegal entry,Libya,France,2023,40.0
Illegal entry,Libya,Croatia,2021,30.0
Illegal entry,Libya,Croatia,2022,20.0
Illegal entry,Libya,Croatia,2023,30.0
Illegal entry,Libya,Hungary,2021,905.0
Illegal entry,Libya,Hungary,2022,395.0
Illegal entry,Libya,Hungary,2023,15.0
Illegal entry,Libya,Italy,2021,650.0
Illegal entry,Libya,Italy,2022,430.0
Illegal entry,Libya,Italy,2023,305.0
Illegal entry,Libya,Luxembourg,2023,20.0
Illegal entry,Libya,Poland,2021,5.0
Illegal entry,Libya,Poland,2022,20.0
Illegal entry,Libya,Poland,2023,15.0
Illegal entry,Libya,Romania,2022,5.0
Illegal entry,Libya,Slovenia,2021,20.0
Illegal entry,Libya,Slovenia,2022,35.0
Illegal entry,Libya,Slovenia,2023,35.0
Illegal entry,Libya,Slovakia,2021,25.0
Illegal entry,Libya,Slovakia,2022,10.0
Illegal entry,Morocco,Belgium,2022,5.0
Illegal entry,Morocco,Belgium,2023,10.0
Illegal entry,Morocco,Bulgaria,2021,35.0
Illegal entry,Morocco,Bulgaria,2022,1095.0
Illegal entry,Morocco,Bulgaria,2023,2675.0
Illegal entry,Morocco,Switzerland,2020,465.0
Illegal entry,Morocco,Switzerland,2021,485.0
Illegal entry,Morocco,Switzerland,2022,540.0
Illegal entry,Morocco,Switzerland,2023,745.0
Illegal entry,Morocco,Cyprus,2023,10.0
Illegal entry,Morocco,Czechia,2021,135.0
Illegal entry,Morocco,Czechia,2022,165.0
Illegal entry,Morocco,Czechia,2023,20.0
Illegal entry,Morocco,Germany,2022,1545.0
Illegal entry,Morocco,Germany,2023,2130.0
Illegal entry,Morocco,Denmark,2021,5.0
Illegal entry,Morocco,Denmark,2022,5.0
Illegal entry,Morocco,Estonia,2022,5.0
Illegal entry,Morocco,Greece,2021,300.0
Illegal entry,Morocco,Greece,2022,395.0
Illegal entry,Morocco,Greece,2023,440.0
Illegal entry,Morocco,Finland,2021,10.0
Illegal entry,Morocco,Finland,2022,10.0
Illegal entry,Morocco,Finland,2023,10.0
Illegal entry,Morocco,France,2021,670.0
Illegal entry,Morocco,France,2022,780.0
Illegal entry,Morocco,France,2023,950.0
Illegal entry,Morocco,Croatia,2021,190.0
Illegal entry,Morocco,Croatia,2022,195.0
Illegal entry,Morocco,Croatia,2023,5975.0
Illegal entry,Morocco,Hungary,2021,1565.0
Illegal entry,Morocco,Hungary,2022,5325.0
Illegal entry,Morocco,Hungary,2023,1350.0
Illegal entry,Morocco,Italy,2021,5575.0
Illegal entry,Morocco,Italy,2022,5940.0
Illegal entry,Morocco,Italy,2023,5785.0
Illegal entry,Morocco,Liechtenstein,2021,15.0
Illegal entry,Morocco,Liechtenstein,2022,5.0
Illegal entry,Morocco,Luxembourg,2023,145.0
Illegal entry,Morocco,Malta,2022,5.0
Illegal entry,Morocco,Netherlands,2022,5.0
Illegal entry,Morocco,Norway,2022,5.0
Illegal entry,Morocco,Norway,2023,20.0
Illegal entry,Morocco,Poland,2021,15.0
Illegal entry,Morocco,Poland,2022,115.0
Illegal entry,Morocco,Poland,2023,85.0
Illegal entry,Morocco,Romania,2021,20.0
Illegal entry,Morocco,Romania,2022,35.0
Illegal entry,Morocco,Romania,2023,25.0
Illegal entry,Morocco,Slovenia,2021,220.0
Illegal entry,Morocco,Slovenia,2022,310.0
Illegal entry,Morocco,Slovenia,2023,8995.0
Illegal entry,Morocco,Slovakia,2021,285.0
Illegal entry,Morocco,Slovakia,2022,560.0
Illegal entry,Morocco,Slovakia,2023,60.0
Illegal entry,Moldova,Belgium,2022,5.0
Illegal entry,Moldova,Belgium,2023,5.0
Illegal entry,Moldova,Bulgaria,2022,5.0
Illegal entry,Moldova,Bulgaria,2023,15.0
Illegal entry,Moldova,Switzerland,2020,40.0
Illegal entry,Moldova,Switzerland,2021,40.0
Illegal entry,Moldova,Switzerland,2022,45.0
Illegal entry,Moldova,Switzerland,2023,40.0
Illegal entry,Moldova,Czechia,2021,725.0
Illegal entry,Moldova,Czechia,2022,280.0
Illegal entry,Moldova,Czechia,2023,15.0
Illegal entry,Moldova,Germany,2022,910.0
Illegal entry,Moldova,Germany,2023,1015.0
Illegal entry,Moldova,Estonia,2021,5.0
Illegal entry,Moldova,Estonia,2022,10.0
Illegal entry,Moldova,Estonia,2023,20.0
Illegal entry,Moldova,Greece,2021,55.0
Illegal entry,Moldova,Greece,2022,50.0
Illegal entry,Moldova,Greece,2023,50.0
Illegal entry,Moldova,Finland,2021,5.0
Illegal entry,Moldova,France,2021,60.0
Illegal entry,Moldova,France,2022,65.0
Illegal entry,Moldova,France,2023,35.0
Illegal entry,Moldova,Croatia,2022,5.0
Illegal entry,Moldova,Croatia,2023,40.0
Illegal entry,Moldova,Hungary,2021,5.0
Illegal entry,Moldova,Hungary,2023,5.0
Illegal entry,Moldova,Italy,2021,390.0
Illegal entry,Moldova,Italy,2022,560.0
Illegal entry,Moldova,Italy,2023,625.0
Illegal entry,Moldova,Luxembourg,2023,5.0
Illegal entry,Moldova,Norway,2023,5.0
Illegal entry,Moldova,Poland,2021,30.0
Illegal entry,Moldova,Poland,2022,130.0
Illegal entry,Moldova,Poland,2023,235.0
Illegal entry,Moldova,Romania,2022,10.0
Illegal entry,Moldova,Romania,2023,5.0
Illegal entry,Moldova,Slovenia,2021,5.0
Illegal entry,Moldova,Slovenia,2022,5.0
Illegal entry,Moldova,Slovenia,2023,35.0
Illegal entry,Moldova,Slovakia,2021,5.0
Illegal entry,Moldova,Slovakia,2022,5.0
Illegal entry,Moldova,Slovakia,2023,10.0
Illegal entry,Montenegro,Bulgaria,2023,5.0
Illegal entry,Montenegro,Switzerland,2020,15.0
Illegal entry,Montenegro,Switzerland,2021,15.0
Illegal entry,Montenegro,Switzerland,2022,15.0
Illegal entry,Montenegro,Switzerland,2023,15.0
Illegal entry,Montenegro,Germany,2022,85.0
Illegal entry,Montenegro,Germany,2023,70.0
Illegal entry,Montenegro,Greece,2023,5.0
Illegal entry,Montenegro,Croatia,2021,5.0
Illegal entry,Montenegro,Croatia,2022,5.0
Illegal entry,Montenegro,Croatia,2023,5.0
Illegal entry,Montenegro,Hungary,2021,5.0
Illegal entry,Montenegro,Italy,2021,20.0
Illegal entry,Montenegro,Italy,2022,30.0
Illegal entry,Montenegro,Italy,2023,30.0
Illegal entry,Montenegro,Slovenia,2021,5.0
Illegal entry,Montenegro,Slovenia,2022,5.0
Illegal entry,Montenegro,Slovenia,2023,5.0
Illegal entry,Madagascar,Switzerland,2021,5.0
Illegal entry,Madagascar,Germany,2022,10.0
Illegal entry,Madagascar,Germany,2023,10.0
Illegal entry,Madagascar,Greece,2022,5.0
Illegal entry,Madagascar,France,2022,5.0
Illegal entry,Madagascar,France,2023,5.0
Illegal entry,Madagascar,Slovenia,2023,5.0
Illegal entry,North Macedonia,Bulgaria,2021,5.0
Illegal entry,North Macedonia,Bulgaria,2023,20.0
Illegal entry,North Macedonia,Switzerland,2020,105.0
Illegal entry,North Macedonia,Switzerland,2021,110.0
Illegal entry,North Macedonia,Switzerland,2022,130.0
Illegal entry,North Macedonia,Switzerland,2023,155.0
Illegal entry,North Macedonia,Czechia,2021,10.0
Illegal entry,North Macedonia,Czechia,2022,15.0
Illegal entry,North Macedonia,Germany,2022,470.0
Illegal entry,North Macedonia,Germany,2023,670.0
Illegal entry,North Macedonia,Denmark,2022,5.0
Illegal entry,North Macedonia,Greece,2021,15.0
Illegal entry,North Macedonia,Greece,2022,40.0
Illegal entry,North Macedonia,Greece,2023,30.0
Illegal entry,North Macedonia,France,2021,5.0
Illegal entry,North Macedonia,France,2022,5.0
Illegal entry,North Macedonia,Croatia,2021,5.0
Illegal entry,North Macedonia,Croatia,2022,5.0
Illegal entry,North Macedonia,Croatia,2023,10.0
Illegal entry,North Macedonia,Italy,2021,100.0
Illegal entry,North Macedonia,Italy,2022,155.0
Illegal entry,North Macedonia,Italy,2023,105.0
Illegal entry,North Macedonia,Montenegro,2022,10.0
Illegal entry,North Macedonia,Slovenia,2021,25.0
Illegal entry,North Macedonia,Slovenia,2022,10.0
Illegal entry,North Macedonia,Slovenia,2023,55.0
Illegal entry,Mali,Bulgaria,2023,5.0
Illegal entry,Mali,Switzerland,2020,35.0
Illegal entry,Mali,Switzerland,2021,50.0
Illegal entry,Mali,Switzerland,2022,30.0
Illegal entry,Mali,Switzerland,2023,30.0
Illegal entry,Mali,Cyprus,2023,5.0
Illegal entry,Mali,Germany,2022,75.0
Illegal entry,Mali,Germany,2023,130.0
Illegal entry,Mali,Estonia,2023,5.0
Illegal entry,Mali,Greece,2021,45.0
Illegal entry,Mali,Greece,2022,90.0
Illegal entry,Mali,Greece,2023,120.0
Illegal entry,Mali,France,2021,215.0
Illegal entry,Mali,France,2022,120.0
Illegal entry,Mali,France,2023,90.0
Illegal entry,Mali,Croatia,2021,5.0
Illegal entry,Mali,Croatia,2022,80.0
Illegal entry,Mali,Croatia,2023,20.0
Illegal entry,Mali,Hungary,2021,5.0
Illegal entry,Mali,Hungary,2022,10.0
Illegal entry,Mali,Italy,2021,1555.0
Illegal entry,Mali,Italy,2022,1195.0
Illegal entry,Mali,Italy,2023,6175.0
Illegal entry,Mali,Slovenia,2021,20.0
Illegal entry,Mali,Slovenia,2022,65.0
Illegal entry,Mali,Slovenia,2023,20.0
Illegal entry,Myanmar/Burma,Switzerland,2020,5.0
Illegal entry,Myanmar/Burma,Switzerland,2022,5.0
Illegal entry,Myanmar/Burma,Germany,2022,20.0
Illegal entry,Myanmar/Burma,Germany,2023,20.0
Illegal entry,Myanmar/Burma,Greece,2021,5.0
Illegal entry,Myanmar/Burma,Greece,2022,10.0
Illegal entry,Myanmar/Burma,Greece,2023,5.0
Illegal entry,Myanmar/Burma,Hungary,2022,5.0
Illegal entry,Myanmar/Burma,Norway,2023,5.0
Illegal entry,Myanmar/Burma,Slovenia,2022,5.0
Illegal entry,Mongolia,Switzerland,2020,50.0
Illegal entry,Mongolia,Switzerland,2021,40.0
Illegal entry,Mongolia,Switzerland,2022,25.0
Illegal entry,Mongolia,Switzerland,2023,50.0
Illegal entry,Mongolia,Cyprus,2023,10.0
Illegal entry,Mongolia,Czechia,2022,15.0
Illegal entry,Mongolia,Germany,2022,195.0
Illegal entry,Mongolia,Germany,2023,250.0
Illegal entry,Mongolia,Greece,2022,5.0
Illegal entry,Mongolia,Croatia,2022,5.0
Illegal entry,Mongolia,Croatia,2023,395.0
Illegal entry,Mongolia,Hungary,2022,5.0
Illegal entry,Mongolia,Hungary,2023,10.0
Illegal entry,Mongolia,Italy,2021,5.0
Illegal entry,Mongolia,Italy,2022,5.0
Illegal entry,Mongolia,Italy,2023,5.0
Illegal entry,Mongolia,Norway,2022,5.0
Illegal entry,Mongolia,Norway,2023,10.0
Illegal entry,Mongolia,Poland,2021,5.0
Illegal entry,Mongolia,Poland,2023,5.0
Illegal entry,Mongolia,Romania,2022,5.0
Illegal entry,Mongolia,Slovenia,2022,20.0
Illegal entry,Mongolia,Slovenia,2023,230.0
Illegal entry,Mauritania,Bulgaria,2021,5.0
Illegal entry,Mauritania,Bulgaria,2022,5.0
Illegal entry,Mauritania,Switzerland,2021,5.0
Illegal entry,Mauritania,Switzerland,2022,5.0
Illegal entry,Mauritania,Switzerland,2023,5.0
Illegal entry,Mauritania,Germany,2022,20.0
Illegal entry,Mauritania,Germany,2023,10.0
Illegal entry,Mauritania,Greece,2021,5.0
Illegal entry,Mauritania,Greece,2022,5.0
Illegal entry,Mauritania,Greece,2023,10.0
Illegal entry,Mauritania,France,2021,25.0
Illegal entry,Mauritania,France,2022,15.0
Illegal entry,Mauritania,France,2023,10.0
Illegal entry,Mauritania,Croatia,2022,10.0
Illegal entry,Mauritania,Italy,2021,15.0
Illegal entry,Mauritania,Italy,2022,10.0
Illegal entry,Mauritania,Italy,2023,60.0
Illegal entry,Mauritania,Slovenia,2022,10.0
Illegal entry,Mauritania,Slovenia,2023,5.0
Illegal entry,Mauritius,Switzerland,2022,10.0
Illegal entry,Mauritius,Switzerland,2023,10.0
Illegal entry,Mauritius,Germany,2022,20.0
Illegal entry,Mauritius,Germany,2023,30.0
Illegal entry,Mauritius,Italy,2021,20.0
Illegal entry,Mauritius,Italy,2022,35.0
Illegal entry,Mauritius,Italy,2023,25.0
Illegal entry,Maldives,Germany,2023,5.0
Illegal entry,Malawi,Germany,2023,20.0
Illegal entry,Malawi,Norway,2023,40.0
Illegal entry,Mexico,Switzerland,2020,15.0
Illegal entry,Mexico,Switzerland,2021,10.0
Illegal entry,Mexico,Switzerland,2022,20.0
Illegal entry,Mexico,Switzerland,2023,15.0
Illegal entry,Mexico,Germany,2022,225.0
Illegal entry,Mexico,Germany,2023,260.0
Illegal entry,Mexico,France,2022,5.0
Illegal entry,Mexico,France,2023,5.0
Illegal entry,Mexico,Italy,2021,10.0
Illegal entry,Mexico,Italy,2022,10.0
Illegal entry,Mexico,Italy,2023,20.0
Illegal entry,Mexico,Slovenia,2023,5.0
Illegal entry,Malaysia,Germany,2022,15.0
Illegal entry,Malaysia,Germany,2023,30.0
Illegal entry,Malaysia,Italy,2022,5.0
Illegal entry,Malaysia,Italy,2023,5.0
Illegal entry,Mozambique,Germany,2022,15.0
Illegal entry,Mozambique,Germany,2023,10.0
Illegal entry,Mozambique,Italy,2023,5.0
Illegal entry,Namibia,Switzerland,2023,5.0
Illegal entry,Namibia,Germany,2022,30.0
Illegal entry,Namibia,Germany,2023,30.0
Illegal entry,Namibia,France,2022,5.0
Illegal entry,Niger,Switzerland,2020,10.0
Illegal entry,Niger,Switzerland,2021,5.0
Illegal entry,Niger,Switzerland,2022,5.0
Illegal entry,Niger,Switzerland,2023,10.0
Illegal entry,Niger,Germany,2022,15.0
Illegal entry,Niger,Germany,2023,10.0
Illegal entry,Niger,Greece,2021,5.0
Illegal entry,Niger,Greece,2022,5.0
Illegal entry,Niger,Greece,2023,5.0
Illegal entry,Niger,France,2021,15.0
Illegal entry,Niger,France,2022,15.0
Illegal entry,Niger,France,2023,25.0
Illegal entry,Niger,Croatia,2022,5.0
Illegal entry,Niger,Italy,2021,30.0
Illegal entry,Niger,Italy,2022,40.0
Illegal entry,Niger,Italy,2023,110.0
Illegal entry,Niger,Slovenia,2021,5.0
Illegal entry,Niger,Slovenia,2022,10.0
Illegal entry,Nigeria,Switzerland,2020,390.0
Illegal entry,Nigeria,Switzerland,2021,365.0
Illegal entry,Nigeria,Switzerland,2022,305.0
Illegal entry,Nigeria,Switzerland,2023,240.0
Illegal entry,Nigeria,Cyprus,2023,1005.0
Illegal entry,Nigeria,Czechia,2021,5.0
Illegal entry,Nigeria,Czechia,2022,10.0
Illegal entry,Nigeria,Germany,2022,800.0
Illegal entry,Nigeria,Germany,2023,780.0
Illegal entry,Nigeria,Denmark,2022,5.0
Illegal entry,Nigeria,Denmark,2023,10.0
Illegal entry,Nigeria,Estonia,2022,15.0
Illegal entry,Nigeria,Greece,2021,65.0
Illegal entry,Nigeria,Greece,2022,95.0
Illegal entry,Nigeria,Greece,2023,95.0
Illegal entry,Nigeria,Finland,2021,10.0
