geo,Number in 1000 persons,year,Sex
Austria,1570.0,1995,Females
Austria,1555.1,1996,Females
Austria,1557.1,1997,Females
Austria,1574.3,1998,Females
Austria,1600.4,1999,Females
Austria,1608.7,2000,Females
Austria,1619.9,2001,Females
Austria,1645.0,2002,Females
Austria,1671.6,2003,Females
Austria,1631.1,2004,Females
Austria,1689.2,2005,Females
Austria,1724.9,2006,Females
Austria,1763.3,2007,Females
Austria,1806.7,2008,Females
Austria,1822.1,2009,Females
Austria,1840.4,2010,Females
Austria,1862.3,2011,Females
Austria,1884.6,2012,Females
Austria,1896.6,2013,Females
Austria,1908.1,2014,Females
Austria,1923.0,2015,Females
Austria,1955.6,2016,Females
Austria,1976.7,2017,Females
Austria,1993.2,2018,Females
Austria,2013.6,2019,Females
Austria,1993.4,2020,Females
Austria,1988.4,2021,Females
Austria,2058.1,2022,Females
Austria,2079.2,2023,Females
Austria,2092.1,2024,Females
Bosnia and Herzegovina,418.4,2021,Females
Bosnia and Herzegovina,423.1,2022,Females
Bosnia and Herzegovina,441.8,2023,Females
Bosnia and Herzegovina,456.9,2024,Females
Belgium,1509.8,1995,Females
Belgium,1514.3,1996,Females
Belgium,1555.2,1997,Females
Belgium,1581.1,1998,Females
Belgium,1672.7,1999,Females
Belgium,1730.6,2000,Females
Belgium,1693.7,2001,Females
Belgium,1714.5,2002,Females
Belgium,1731.4,2003,Females
Belgium,1792.8,2004,Females
Belgium,1838.0,2005,Females
Belgium,1861.8,2006,Females
Belgium,1927.0,2007,Females
Belgium,1974.9,2008,Females
Belgium,1983.8,2009,Females
Belgium,2018.0,2010,Females
Belgium,2035.9,2011,Females
Belgium,2045.7,2012,Females
Belgium,2064.8,2013,Females
Belgium,2094.9,2014,Females
Belgium,2102.4,2015,Females
Belgium,2107.5,2016,Females
Belgium,2126.1,2017,Females
Belgium,2204.2,2018,Females
Belgium,2244.8,2019,Females
Belgium,2225.2,2020,Females
Belgium,2259.0,2021,Females
Belgium,2330.5,2022,Females
Belgium,2346.6,2023,Females
Belgium,2353.5,2024,Females
Bulgaria,1327.8,2000,Females
Bulgaria,1304.1,2001,Females
Bulgaria,1318.4,2002,Females
Bulgaria,1332.7,2003,Females
Bulgaria,1379.9,2004,Females
Bulgaria,1378.4,2005,Females
Bulgaria,1445.6,2006,Females
Bulgaria,1508.2,2007,Females
Bulgaria,1550.8,2008,Females
Bulgaria,1506.1,2009,Females
Bulgaria,1423.4,2010,Females
Bulgaria,1386.4,2011,Females
Bulgaria,1377.7,2012,Females
Bulgaria,1371.5,2013,Females
Bulgaria,1384.1,2014,Females
Bulgaria,1401.8,2015,Females
Bulgaria,1385.0,2016,Females
Bulgaria,1434.8,2017,Females
Bulgaria,1432.2,2018,Females
Bulgaria,1380.4,2019,Females
Bulgaria,1324.1,2020,Females
Bulgaria,1304.1,2021,Females
Bulgaria,1337.5,2022,Females
Bulgaria,1331.9,2023,Females
Bulgaria,1330.4,2024,Females
Switzerland,1601.0,1996,Females
Switzerland,1612.3,1997,Females
Switzerland,1645.2,1998,Females
Switzerland,1665.1,1999,Females
Switzerland,1666.8,2000,Females
Switzerland,1709.7,2001,Females
Switzerland,1748.7,2002,Females
Switzerland,1747.0,2003,Females
Switzerland,1752.2,2004,Females
Switzerland,1769.1,2005,Females
Switzerland,1799.6,2006,Females
Switzerland,1822.7,2007,Females
Switzerland,1892.8,2008,Females
Switzerland,1914.5,2009,Females
Switzerland,1871.6,2010,Females
Switzerland,1916.5,2011,Females
Switzerland,1944.7,2012,Females
Switzerland,1966.0,2013,Females
Switzerland,2006.8,2014,Females
Switzerland,2041.6,2015,Females
Switzerland,2074.6,2016,Females
Switzerland,2078.7,2017,Females
Switzerland,2099.4,2018,Females
Switzerland,2125.8,2019,Females
Switzerland,2123.3,2020,Females
Switzerland,2130.3,2021,Females
Switzerland,2151.2,2022,Females
Switzerland,2186.0,2023,Females
Switzerland,2205.9,2024,Females
Cyprus,112.1,1999,Females
Cyprus,120.2,2000,Females
Cyprus,131.4,2001,Females
Cyprus,136.9,2002,Females
Cyprus,143.5,2003,Females
Cyprus,145.0,2004,Females
Cyprus,148.4,2005,Females
Cyprus,154.8,2006,Females
Cyprus,166.3,2007,Females
Cyprus,168.3,2008,Females
Cyprus,174.9,2009,Females
Cyprus,183.1,2010,Females
Cyprus,186.1,2011,Females
Cyprus,180.8,2012,Females
Cyprus,172.6,2013,Females
Cyprus,175.5,2014,Females
Cyprus,172.1,2015,Females
Cyprus,171.7,2016,Females
Cyprus,179.3,2017,Females
Cyprus,188.3,2018,Females
Cyprus,196.2,2019,Females
Cyprus,196.7,2020,Females
Cyprus,205.5,2021,Females
Cyprus,217.6,2022,Females
Cyprus,227.5,2023,Females
Cyprus,229.3,2024,Females
Czechia,2130.6,1997,Females
Czechia,2092.9,1998,Females
Czechia,2045.4,1999,Females
Czechia,2032.0,2000,Females
Czechia,2034.8,2001,Females
Czechia,2047.8,2002,Females
Czechia,2034.5,2003,Females
Czechia,2026.6,2004,Females
Czechia,2038.9,2005,Females
Czechia,2065.0,2006,Females
Czechia,2091.5,2007,Females
Czechia,2113.7,2008,Females
Czechia,2080.6,2009,Females
Czechia,2057.1,2010,Females
Czechia,2063.5,2011,Females
Czechia,2078.6,2012,Females
Czechia,2103.8,2013,Females
Czechia,2119.9,2014,Females
Czechia,2159.1,2015,Females
Czechia,2210.3,2016,Females
Czechia,2251.0,2017,Females
Czechia,2285.2,2018,Females
Czechia,2288.1,2019,Females
Czechia,2244.9,2020,Females
Czechia,2236.5,2021,Females
Czechia,2223.5,2022,Females
Czechia,2145.0,2023,Females
Czechia,2267.0,2024,Females
Germany,14988.8,1995,Females
Germany,15106.3,1996,Females
Germany,15002.7,1997,Females
Germany,15190.8,1998,Females
Germany,15590.2,1999,Females
Germany,15788.7,2000,Females
Germany,16009.4,2001,Females
Germany,16012.9,2002,Females
Germany,15993.6,2003,Females
Germany,15792.1,2004,Females
Germany,16208.7,2005,Females
Germany,16632.6,2006,Females
Germany,17018.8,2007,Females
Germany,17271.1,2008,Females
Germany,17407.0,2009,Females
Germany,17318.0,2010,Females
Germany,17707.9,2011,Females
Germany,17808.6,2012,Females
Germany,18056.1,2013,Females
Germany,18210.0,2014,Females
Germany,18367.7,2015,Females
Germany,18789.7,2016,Females
Germany,18929.4,2017,Females
Germany,19027.9,2018,Females
Germany,19258.7,2019,Females
Germany,18881.3,2020,Females
Germany,18797.1,2021,Females
Germany,19245.3,2022,Females
Germany,19472.7,2023,Females
Germany,19562.2,2024,Females
Denmark,1157.0,1995,Females
Denmark,1171.5,1996,Females
Denmark,1206.8,1997,Females
Denmark,1223.1,1998,Females
Denmark,1241.7,1999,Females
Denmark,1258.2,2000,Females
Denmark,1244.8,2001,Females
Denmark,1270.6,2002,Females
Denmark,1236.3,2003,Females
Denmark,1266.0,2004,Females
Denmark,1270.0,2005,Females
Denmark,1297.3,2006,Females
Denmark,1298.7,2007,Females
Denmark,1292.2,2008,Females
Denmark,1270.9,2009,Females
Denmark,1247.6,2010,Females
Denmark,1233.5,2011,Females
Denmark,1226.6,2012,Females
Denmark,1224.9,2013,Females
Denmark,1224.3,2014,Females
Denmark,1240.5,2015,Females
Denmark,1267.8,2016,Females
Denmark,1284.4,2017,Females
Denmark,1303.1,2018,Females
Denmark,1320.4,2019,Females
Denmark,1309.2,2020,Females
Denmark,1330.1,2021,Females
Denmark,1377.8,2022,Females
Denmark,1383.8,2023,Females
Denmark,1395.5,2024,Females
Estonia,288.5,1997,Females
Estonia,291.3,1998,Females
Estonia,278.4,1999,Females
Estonia,283.1,2000,Females
Estonia,275.6,2001,Females
Estonia,280.9,2002,Females
Estonia,282.0,2003,Females
Estonia,291.8,2004,Females
Estonia,298.6,2005,Females
Estonia,308.7,2006,Females
Estonia,308.5,2007,Females
Estonia,308.9,2008,Females
Estonia,291.9,2009,Females
Estonia,278.9,2010,Females
Estonia,286.7,2011,Females
Estonia,291.3,2012,Females
Estonia,291.9,2013,Females
Estonia,290.8,2014,Females
Estonia,294.1,2015,Females
Estonia,293.6,2016,Females
Estonia,301.0,2017,Females
Estonia,300.9,2018,Females
Estonia,301.2,2019,Females
Estonia,294.8,2020,Females
Estonia,300.5,2021,Females
Estonia,311.9,2022,Females
Estonia,323.1,2023,Females
Estonia,325.0,2024,Females
Greece,1335.7,1995,Females
Greece,1359.0,1996,Females
Greece,1379.4,1997,Females
Greece,1432.2,1998,Females
Greece,1458.7,1999,Females
Greece,1492.8,2000,Females
Greece,1534.6,2001,Females
Greece,1578.5,2002,Females
Greece,1628.9,2003,Females
Greece,1666.4,2004,Females
Greece,1689.2,2005,Females
Greece,1743.3,2006,Females
Greece,1763.0,2007,Females
Greece,1801.0,2008,Females
Greece,1808.8,2009,Females
Greece,1764.7,2010,Females
Greece,1641.3,2011,Females
Greece,1510.1,2012,Females
Greece,1431.8,2013,Females
Greece,1462.9,2014,Females
Greece,1500.1,2015,Females
Greece,1518.5,2016,Females
Greece,1544.8,2017,Females
Greece,1562.0,2018,Females
Greece,1615.9,2019,Females
Greece,1610.7,2020,Females
Greece,1622.2,2021,Females
Greece,1709.2,2022,Females
Greece,1751.4,2023,Females
Greece,1794.6,2024,Females
Spain,4215.8,1995,Females
Spain,4384.0,1996,Females
Spain,4630.1,1997,Females
Spain,4800.7,1998,Females
Spain,5183.6,1999,Females
Spain,5628.9,2000,Females
Spain,5913.0,2001,Females
Spain,6329.3,2002,Females
Spain,6687.3,2003,Females
Spain,7053.9,2004,Females
Spain,7677.2,2005,Females
Spain,8085.1,2006,Females
Spain,8468.9,2007,Females
Spain,8608.4,2008,Females
Spain,8314.2,2009,Females
Spain,8236.2,2010,Females
Spain,8202.9,2011,Females
Spain,7956.6,2012,Females
Spain,7764.7,2013,Females
Spain,7846.8,2014,Females
Spain,8041.5,2015,Females
Spain,8272.5,2016,Females
Spain,8486.6,2017,Females
Spain,8716.7,2018,Females
Spain,8945.1,2019,Females
Spain,8669.1,2020,Females
Spain,8977.9,2021,Females
Spain,9294.7,2022,Females
Spain,9657.6,2023,Females
Spain,9896.4,2024,Females
Finland,967.3,1995,Females
Finland,980.1,1996,Females
Finland,1001.8,1997,Females
Finland,1028.2,1998,Females
Finland,1105.7,1999,Females
Finland,1118.1,2000,Females
Finland,1142.9,2001,Females
Finland,1156.6,2002,Females
Finland,1155.0,2003,Females
Finland,1142.4,2004,Females
Finland,1149.8,2005,Females
Finland,1166.9,2006,Females
Finland,1191.1,2007,Females
Finland,1205.8,2008,Females
Finland,1190.5,2009,Females
Finland,1176.0,2010,Females
Finland,1179.3,2011,Females
Finland,1186.8,2012,Females
Finland,1175.5,2013,Females
Finland,1171.0,2014,Females
Finland,1161.8,2015,Females
Finland,1154.4,2016,Females
Finland,1164.6,2017,Females
Finland,1194.7,2018,Females
Finland,1209.3,2019,Females
Finland,1187.3,2020,Females
Finland,1198.4,2021,Females
Finland,1234.7,2022,Females
Finland,1245.7,2023,Females
Finland,1227.4,2024,Females
France,9682.5,1995,Females
France,9764.7,1996,Females
France,9755.0,1997,Females
France,9925.5,1998,Females
France,10067.1,1999,Females
France,10363.8,2000,Females
France,10597.4,2001,Females
France,10782.4,2002,Females
France,11335.3,2003,Females
France,11284.3,2004,Females
France,11579.7,2005,Females
France,11713.4,2006,Females
France,11991.5,2007,Females
France,12180.7,2008,Females
France,12138.8,2009,Females
France,12153.9,2010,Females
France,12149.4,2011,Females
France,12198.9,2012,Females
France,12252.3,2013,Females
France,12607.2,2014,Females
France,12662.5,2015,Females
France,12707.2,2016,Females
France,12755.2,2017,Females
France,12891.9,2018,Females
France,12992.1,2019,Females
France,12929.7,2020,Females
France,13363.2,2021,Females
France,13644.9,2022,Females
France,13752.6,2023,Females
France,13872.7,2024,Females
Croatia,652.6,2002,Females
Croatia,653.8,2003,Females
Croatia,673.4,2004,Females
Croatia,676.2,2005,Females
Croatia,687.3,2006,Females
Croatia,743.2,2007,Females
Croatia,758.6,2008,Females
Croatia,771.7,2009,Females
Croatia,749.4,2010,Females
Croatia,711.3,2011,Females
Croatia,690.9,2012,Females
Croatia,685.9,2013,Females
Croatia,698.0,2014,Females
Croatia,709.5,2015,Females
Croatia,709.1,2016,Females
Croatia,716.2,2017,Females
Croatia,722.9,2018,Females
Croatia,726.3,2019,Females
Croatia,713.0,2020,Females
Croatia,725.6,2021,Females
Croatia,737.0,2022,Females
Croatia,747.6,2023,Females
Croatia,782.9,2024,Females
Hungary,1586.1,1996,Females
Hungary,1572.9,1997,Females
Hungary,1628.2,1998,Females
Hungary,1694.9,1999,Females
Hungary,1704.6,2000,Females
Hungary,1740.8,2001,Females
Hungary,1748.9,2002,Females
Hungary,1783.3,2003,Females
Hungary,1766.6,2004,Females
Hungary,1777.4,2005,Females
Hungary,1780.8,2006,Females
Hungary,1760.6,2007,Females
Hungary,1742.2,2008,Females
Hungary,1710.8,2009,Females
Hungary,1726.3,2010,Females
Hungary,1723.4,2011,Females
Hungary,1764.1,2012,Females
Hungary,1775.5,2013,Females
Hungary,1867.2,2014,Females
Hungary,1911.5,2015,Females
Hungary,1972.0,2016,Females
Hungary,1983.7,2017,Females
Hungary,1982.6,2018,Females
Hungary,1980.5,2019,Females
Hungary,1938.2,2020,Females
Hungary,2094.1,2021,Females
Hungary,2130.6,2022,Females
Hungary,2140.0,2023,Females
Hungary,2154.7,2024,Females
Ireland,468.1,1995,Females
Ireland,495.1,1996,Females
Ireland,528.7,1997,Females
Ireland,586.2,1998,Females
Ireland,634.5,1999,Females
Ireland,671.8,2000,Females
Ireland,695.7,2001,Females
Ireland,728.8,2002,Females
Ireland,744.3,2003,Females
Ireland,763.4,2004,Females
Ireland,819.9,2005,Females
Ireland,855.2,2006,Females
Ireland,945.0,2007,Females
Ireland,955.2,2008,Females
Ireland,912.4,2009,Females
Ireland,880.7,2010,Females
Ireland,865.6,2011,Females
Ireland,863.8,2012,Females
Ireland,877.9,2013,Females
Ireland,895.1,2014,Females
Ireland,922.6,2015,Females
Ireland,958.8,2016,Females
Ireland,988.2,2017,Females
Ireland,1012.9,2018,Females
Ireland,1042.2,2019,Females
Ireland,1024.0,2020,Females
Ireland,1099.0,2021,Females
Ireland,1176.2,2022,Females
Ireland,1228.3,2023,Females
Ireland,1263.2,2024,Females
Iceland,62.7,1995,Females
Iceland,62.3,1996,Females
Iceland,61.5,1997,Females
Iceland,64.1,1998,Females
Iceland,67.3,1999,Females
Iceland,71.2,2000,Females
Iceland,71.1,2001,Females
Iceland,71.2,2002,Females
Iceland,71.6,2003,Females
Iceland,71.5,2004,Females
Iceland,72.8,2005,Females
Iceland,74.7,2006,Females
Iceland,77.1,2007,Females
Iceland,77.9,2008,Females
Iceland,76.0,2009,Females
Iceland,76.5,2010,Females
Iceland,77.0,2011,Females
Iceland,77.6,2012,Females
Iceland,79.5,2013,Females
Iceland,81.6,2014,Females
Iceland,83.8,2015,Females
Iceland,85.3,2016,Females
Iceland,86.4,2017,Females
Iceland,87.7,2018,Females
Iceland,89.4,2019,Females
Iceland,86.2,2020,Females
Iceland,86.0,2021,Females
Iceland,93.0,2022,Females
Iceland,95.9,2023,Females
Iceland,99.2,2024,Females
Italy,6937.4,1995,Females
Italy,7036.9,1996,Females
Italy,7109.6,1997,Females
Italy,7223.1,1998,Females
Italy,7401.9,1999,Females
Italy,7627.8,2000,Females
Italy,7929.2,2001,Females
Italy,8120.7,2002,Females
Italy,8302.2,2003,Females
Italy,8725.7,2004,Females
Italy,8736.5,2005,Females
Italy,8925.5,2006,Females
Italy,9001.9,2007,Females
Italy,9185.6,2008,Females
Italy,9072.0,2009,Females
Italy,9063.5,2010,Females
Italy,9165.4,2011,Females
Italy,9276.4,2012,Females
Italy,9171.4,2013,Females
Italy,9219.6,2014,Females
Italy,9254.8,2015,Females
Italy,9388.4,2016,Females
Italy,9509.5,2017,Females
Italy,9492.7,2018,Females
Italy,9565.9,2019,Females
Italy,9281.3,2020,Females
Italy,9290.4,2021,Females
Italy,9528.1,2022,Females
Italy,9740.2,2023,Females
Italy,9895.3,2024,Females
Lithuania,705.7,1998,Females
Lithuania,723.2,1999,Females
Lithuania,700.7,2000,Females
Lithuania,684.8,2001,Females
Lithuania,685.7,2002,Females
Lithuania,717.5,2003,Females
Lithuania,687.1,2004,Females
Lithuania,693.6,2005,Females
Lithuania,697.6,2006,Females
Lithuania,703.2,2007,Females
Lithuania,694.1,2008,Females
Lithuania,673.6,2009,Females
Lithuania,645.6,2010,Females
Lithuania,635.6,2011,Females
Lithuania,641.9,2012,Females
Lithuania,644.2,2013,Females
Lithuania,656.3,2014,Females
Lithuania,663.3,2015,Females
Lithuania,674.4,2016,Females
Lithuania,669.5,2017,Females
Lithuania,669.3,2018,Females
Lithuania,668.6,2019,Females
Lithuania,647.7,2020,Females
Lithuania,649.8,2021,Females
Lithuania,690.5,2022,Females
Lithuania,682.9,2023,Females
Lithuania,679.4,2024,Females
Luxembourg,57.1,1995,Females
Luxembourg,59.9,1996,Females
Luxembourg,62.9,1997,Females
Luxembourg,63.7,1998,Females
Luxembourg,68.5,1999,Females
Luxembourg,70.8,2000,Females
Luxembourg,73.9,2001,Females
Luxembourg,75.2,2002,Females
Luxembourg,75.6,2003,Females
Luxembourg,77.2,2004,Females
Luxembourg,80.9,2005,Females
Luxembourg,84.2,2006,Females
Luxembourg,89.1,2007,Females
Luxembourg,86.6,2008,Females
Luxembourg,92.6,2009,Females
Luxembourg,95.1,2010,Females
Luxembourg,96.7,2011,Females
Luxembourg,103.4,2012,Females
Luxembourg,104.5,2013,Females
Luxembourg,108.8,2014,Females
Luxembourg,115.4,2015,Females
Luxembourg,117.4,2016,Females
Luxembourg,125.3,2017,Females
Luxembourg,129.2,2018,Females
Luxembourg,132.0,2019,Females
Luxembourg,135.3,2020,Females
Luxembourg,141.2,2021,Females
Luxembourg,144.6,2022,Females
Luxembourg,148.0,2023,Females
Luxembourg,151.4,2024,Females
Latvia,464.8,1998,Females
Latvia,449.6,1999,Females
Latvia,444.8,2000,Females
Latvia,453.4,2001,Females
Latvia,460.8,2002,Females
Latvia,460.9,2003,Females
Latvia,450.1,2004,Females
Latvia,462.4,2005,Females
Latvia,485.6,2006,Females
Latvia,496.7,2007,Females
Latvia,501.2,2008,Females
Latvia,456.3,2009,Females
Latvia,435.5,2010,Females
Latvia,433.6,2011,Females
Latvia,434.6,2012,Females
Latvia,438.3,2013,Females
Latvia,431.6,2014,Females
Latvia,436.9,2015,Females
Latvia,437.1,2016,Females
Latvia,433.8,2017,Females
Latvia,438.8,2018,Females
Latvia,436.4,2019,Females
Latvia,427.1,2020,Females
Latvia,408.2,2021,Females
Latvia,422.8,2022,Females
Latvia,417.8,2023,Females
Latvia,413.0,2024,Females
Montenegro,84.8,2011,Females
Montenegro,88.3,2012,Females
Montenegro,90.5,2013,Females
Montenegro,95.8,2014,Females
Montenegro,99.0,2015,Females
Montenegro,98.6,2016,Females
Montenegro,98.6,2017,Females
Montenegro,102.2,2018,Females
Montenegro,105.0,2019,Females
Montenegro,93.9,2020,Females
North Macedonia,216.0,2006,Females
North Macedonia,228.7,2007,Females
North Macedonia,233.2,2008,Females
North Macedonia,238.3,2009,Females
North Macedonia,243.2,2010,Females
North Macedonia,253.6,2011,Females
North Macedonia,254.8,2012,Females
North Macedonia,268.7,2013,Females
North Macedonia,269.1,2014,Females
North Macedonia,278.7,2015,Females
North Macedonia,280.6,2016,Females
North Macedonia,287.8,2017,Females
North Macedonia,296.8,2018,Females
North Macedonia,316.6,2019,Females
North Macedonia,319.9,2020,Females
Malta,43.4,2000,Females
Malta,43.5,2001,Females
Malta,46.1,2002,Females
Malta,44.9,2003,Females
Malta,43.0,2004,Females
Malta,45.7,2005,Females
Malta,46.4,2006,Females
Malta,50.0,2007,Females
Malta,52.7,2008,Females
Malta,53.5,2009,Females
Malta,55.5,2010,Females
Malta,58.2,2011,Females
Malta,63.7,2012,Females
Malta,68.9,2013,Females
Malta,73.7,2014,Females
Malta,76.4,2015,Females
Malta,81.4,2016,Females
Malta,87.4,2017,Females
Malta,95.1,2018,Females
Malta,98.8,2019,Females
Malta,102.9,2020,Females
Malta,107.1,2021,Females
Malta,116.2,2022,Females
Malta,121.5,2023,Females
Malta,127.7,2024,Females
Netherlands,2747.3,1995,Females
Netherlands,2836.1,1996,Females
Netherlands,2957.7,1997,Females
Netherlands,3074.0,1998,Females
Netherlands,3217.9,1999,Females
Netherlands,3351.0,2000,Females
Netherlands,3476.4,2001,Females
Netherlands,3536.4,2002,Females
Netherlands,3556.6,2003,Females
Netherlands,3559.1,2004,Females
Netherlands,3418.4,2005,Females
Netherlands,3491.4,2006,Females
Netherlands,3619.8,2007,Females
Netherlands,3723.1,2008,Females
Netherlands,3749.7,2009,Females
Netherlands,3746.0,2010,Females
Netherlands,3775.3,2011,Females
Netherlands,3798.8,2012,Females
Netherlands,3779.5,2013,Females
Netherlands,3723.9,2014,Females
Netherlands,3779.1,2015,Females
Netherlands,3840.5,2016,Females
Netherlands,3927.3,2017,Females
Netherlands,4019.5,2018,Females
Netherlands,4104.3,2019,Females
Netherlands,4106.6,2020,Females
Netherlands,4271.0,2021,Females
Netherlands,4393.0,2022,Females
Netherlands,4475.8,2023,Females
Netherlands,4494.4,2024,Females
Norway,935.8,1995,Females
Norway,964.8,1996,Females
Norway,992.7,1997,Females
Norway,1030.6,1998,Females
Norway,1041.2,1999,Females
Norway,1049.6,2000,Females
Norway,1054.2,2001,Females
Norway,1067.6,2002,Females
Norway,1055.0,2003,Females
Norway,1062.9,2004,Females
Norway,1061.5,2005,Females
Norway,1092.6,2006,Females
Norway,1131.8,2007,Females
Norway,1167.1,2008,Females
Norway,1164.9,2009,Females
Norway,1159.2,2010,Females
Norway,1174.1,2011,Females
Norway,1191.0,2012,Females
Norway,1198.4,2013,Females
Norway,1208.8,2014,Females
Norway,1210.3,2015,Females
Norway,1217.1,2016,Females
Norway,1216.5,2017,Females
Norway,1226.0,2018,Females
Norway,1239.5,2019,Females
Norway,1237.2,2020,Females
Norway,1265.5,2021,Females
Norway,1294.9,2022,Females
Norway,1312.4,2023,Females
Norway,1320.0,2024,Females
Poland,6516.9,1997,Females
Poland,6653.7,1998,Females
Poland,6597.5,1999,Females
Poland,6395.4,2000,Females
Poland,6332.1,2001,Females
Poland,6168.8,2002,Females
Poland,6112.9,2003,Females
Poland,6077.6,2004,Females
Poland,6191.1,2005,Females
Poland,6411.1,2006,Females
Poland,6738.3,2007,Females
Poland,6984.4,2008,Females
Poland,7051.9,2009,Females
Poland,6814.9,2010,Females
Poland,6816.7,2011,Females
Poland,6842.4,2012,Females
Poland,6827.7,2013,Females
Poland,6984.2,2014,Females
Poland,7121.3,2015,Females
Poland,7164.7,2016,Females
Poland,7236.7,2017,Females
Poland,7280.9,2018,Females
Poland,7411.5,2019,Females
Poland,7404.2,2020,Females
Poland,7593.0,2021,Females
Poland,7690.6,2022,Females
Poland,7775.5,2023,Females
Poland,7743.1,2024,Females
Portugal,1893.7,1995,Females
Portugal,1887.9,1996,Females
Portugal,1929.9,1997,Females
Portugal,2048.8,1998,Females
Portugal,2095.8,1999,Females
Portugal,2136.7,2000,Females
Portugal,2172.7,2001,Females
Portugal,2198.5,2002,Females
Portugal,2194.7,2003,Females
Portugal,2198.0,2004,Females
Portugal,2201.2,2005,Females
Portugal,2212.8,2006,Females
Portugal,2216.8,2007,Females
Portugal,2243.3,2008,Females
Portugal,2209.0,2009,Females
Portugal,2186.8,2010,Females
Portugal,2145.0,2011,Females
Portugal,2075.8,2012,Females
Portugal,2039.1,2013,Females
Portugal,2088.1,2014,Females
Portugal,2127.6,2015,Females
Portugal,2162.6,2016,Females
Portugal,2228.5,2017,Females
Portugal,2289.0,2018,Females
Portugal,2304.9,2019,Females
Portugal,2258.8,2020,Females
Portugal,2277.5,2021,Females
Portugal,2341.9,2022,Females
Portugal,2394.6,2023,Females
Portugal,2419.3,2024,Females
Romania,4704.9,1997,Females
Romania,4633.2,1998,Females
Romania,4608.7,1999,Females
Romania,4553.4,2000,Females
Romania,4495.8,2001,Females
Romania,4093.6,2002,Females
Romania,3980.2,2003,Females
Romania,4031.4,2004,Females
Romania,3891.4,2005,Females
Romania,4002.6,2006,Females
Romania,3980.0,2007,Females
Romania,3957.6,2008,Females
Romania,3915.2,2009,Females
Romania,3618.1,2010,Females
Romania,3584.4,2011,Females
Romania,3599.8,2012,Females
Romania,3558.1,2013,Females
Romania,3577.3,2014,Females
Romania,3530.6,2015,Females
Romania,3498.6,2016,Females
Romania,3619.5,2017,Females
Romania,3590.2,2018,Females
Romania,3582.3,2019,Females
Romania,3504.3,2020,Females
Romania,3201.4,2021,Females
Romania,3282.1,2022,Females
Romania,3252.9,2023,Females
Romania,3329.5,2024,Females
Serbia,972.1,2010,Females
Serbia,911.6,2011,Females
Serbia,896.6,2012,Females
Serbia,929.9,2013,Females
Serbia,1057.7,2014,Females
Serbia,1069.9,2015,Females
Serbia,1135.7,2016,Females
Serbia,1176.3,2017,Females
Serbia,1189.7,2018,Females
Serbia,1222.7,2019,Females
Serbia,1219.0,2020,Females
Serbia,1176.5,2021,Females
Serbia,1217.6,2022,Females
Serbia,1235.5,2023,Females
Serbia,1261.9,2024,Females
Sweden,1933.4,1995,Females
Sweden,1905.1,1996,Females
Sweden,1856.7,1997,Females
Sweden,1847.5,1998,Females
Sweden,1920.6,1999,Females
Sweden,1951.3,2000,Females
Sweden,2048.8,2001,Females
Sweden,2059.2,2002,Females
Sweden,2067.0,2003,Females
Sweden,2039.6,2004,Females
Sweden,2038.6,2005,Females
Sweden,2072.1,2006,Females
Sweden,2120.5,2007,Females
Sweden,2137.1,2008,Females
Sweden,2100.8,2009,Females
Sweden,2091.6,2010,Females
Sweden,2142.9,2011,Females
Sweden,2159.7,2012,Females
Sweden,2180.9,2013,Females
Sweden,2206.6,2014,Females
Sweden,2240.1,2015,Females
Sweden,2278.2,2016,Females
Sweden,2319.2,2017,Females
Sweden,2353.9,2018,Females
Sweden,2357.3,2019,Females
Sweden,2311.0,2020,Females
Sweden,2299.6,2021,Females
Sweden,2365.9,2022,Females
Sweden,2413.6,2023,Females
Sweden,2410.9,2024,Females
Slovenia,400.2,1996,Females
Slovenia,400.0,1997,Females
Slovenia,406.2,1998,Females
Slovenia,395.7,1999,Females
Slovenia,403.1,2000,Females
Slovenia,405.4,2001,Females
Slovenia,411.8,2002,Females
Slovenia,399.6,2003,Females
Slovenia,425.1,2004,Females
Slovenia,423.0,2005,Females
Slovenia,427.1,2006,Females
Slovenia,432.4,2007,Females
Slovenia,443.4,2008,Females
Slovenia,438.6,2009,Females
Slovenia,432.1,2010,Females
Slovenia,420.3,2011,Females
Slovenia,416.3,2012,Females
Slovenia,403.8,2013,Females
Slovenia,406.6,2014,Females
Slovenia,409.9,2015,Females
Slovenia,418.6,2016,Females
Slovenia,437.3,2017,Females
Slovenia,443.1,2018,Females
Slovenia,445.8,2019,Females
Slovenia,442.2,2020,Females
Slovenia,437.4,2021,Females
Slovenia,442.9,2022,Females
Slovenia,443.9,2023,Females
Slovenia,446.6,2024,Females
Slovakia,986.2,1998,Females
Slovakia,967.2,1999,Females
Slovakia,956.7,2000,Females
Slovakia,976.4,2001,Females
Slovakia,965.0,2002,Females
Slovakia,986.7,2003,Females
Slovakia,965.8,2004,Females
Slovakia,980.0,2005,Females
Slovakia,1007.7,2006,Females
Slovakia,1031.9,2007,Females
Slovakia,1066.3,2008,Females
Slovakia,1036.2,2009,Females
Slovakia,1028.7,2010,Females
Slovakia,1018.4,2011,Females
Slovakia,1020.8,2012,Females
Slovakia,1029.4,2013,Females
Slovakia,1041.4,2014,Females
Slovakia,1067.6,2015,Females
Slovakia,1104.7,2016,Females
