reason,apprehen,geo,TIME_PERIOD,OBS_VALUE
Other reason,"At the border crossing point – at sea, land, air",Lithuania,2022,0
Other reason,"At the border crossing point – at sea, land, air",Lithuania,2023,0
Other reason,"At the border crossing point – at sea, land, air",Luxembourg,2021,0
Other reason,"At the border crossing point – at sea, land, air",Luxembourg,2022,40
Other reason,"At the border crossing point – at sea, land, air",Luxembourg,2023,0
Other reason,"At the border crossing point – at sea, land, air",Latvia,2021,0
Other reason,"At the border crossing point – at sea, land, air",Latvia,2022,0
Other reason,"At the border crossing point – at sea, land, air",Latvia,2023,0
Other reason,"At the border crossing point – at sea, land, air",Montenegro,2021,5
Other reason,"At the border crossing point – at sea, land, air",Montenegro,2022,0
Other reason,"At the border crossing point – at sea, land, air",Montenegro,2023,205
Other reason,"At the border crossing point – at sea, land, air",Malta,2021,0
Other reason,"At the border crossing point – at sea, land, air",Malta,2022,0
Other reason,"At the border crossing point – at sea, land, air",Malta,2023,0
Other reason,"At the border crossing point – at sea, land, air",Netherlands,2021,0
Other reason,"At the border crossing point – at sea, land, air",Netherlands,2022,0
Other reason,"At the border crossing point – at sea, land, air",Netherlands,2023,0
Other reason,"At the border crossing point – at sea, land, air",Norway,2021,0
Other reason,"At the border crossing point – at sea, land, air",Norway,2022,0
Other reason,"At the border crossing point – at sea, land, air",Poland,2021,2390
Other reason,"At the border crossing point – at sea, land, air",Poland,2022,770
Other reason,"At the border crossing point – at sea, land, air",Poland,2023,950
Other reason,"At the border crossing point – at sea, land, air",Portugal,2021,0
Other reason,"At the border crossing point – at sea, land, air",Portugal,2022,0
Other reason,"At the border crossing point – at sea, land, air",Portugal,2023,0
Other reason,"At the border crossing point – at sea, land, air",Romania,2021,3105
Other reason,"At the border crossing point – at sea, land, air",Romania,2022,4900
Other reason,"At the border crossing point – at sea, land, air",Romania,2023,8325
Other reason,"At the border crossing point – at sea, land, air",Sweden,2021,0
Other reason,"At the border crossing point – at sea, land, air",Sweden,2022,0
Other reason,"At the border crossing point – at sea, land, air",Sweden,2023,0
Other reason,"At the border crossing point – at sea, land, air",Slovenia,2021,975
Other reason,"At the border crossing point – at sea, land, air",Slovenia,2022,45
Other reason,"At the border crossing point – at sea, land, air",Slovenia,2023,0
Other reason,"At the border crossing point – at sea, land, air",Slovakia,2021,0
Other reason,"At the border crossing point – at sea, land, air",Slovakia,2022,0
Other reason,"At the border crossing point – at sea, land, air",Slovakia,2023,0
Other reason,In the external border area,Austria,2021,0
Other reason,In the external border area,Austria,2022,0
Other reason,In the external border area,Austria,2023,0
Other reason,In the external border area,Belgium,2021,0
Other reason,In the external border area,Belgium,2022,965
Other reason,In the external border area,Belgium,2023,785
Other reason,In the external border area,Bulgaria,2021,1675
Other reason,In the external border area,Bulgaria,2022,0
Other reason,In the external border area,Bulgaria,2023,0
Other reason,In the external border area,Switzerland,2020,0
Other reason,In the external border area,Switzerland,2021,0
Other reason,In the external border area,Switzerland,2022,0
Other reason,In the external border area,Switzerland,2023,0
Other reason,In the external border area,Cyprus,2021,0
Other reason,In the external border area,Cyprus,2022,0
Other reason,In the external border area,Cyprus,2023,5
Other reason,In the external border area,Czechia,2021,330
Other reason,In the external border area,Czechia,2022,200
Other reason,In the external border area,Czechia,2023,0
Other reason,In the external border area,Germany,2021,0
Other reason,In the external border area,Germany,2022,0
Other reason,In the external border area,Germany,2023,0
Other reason,In the external border area,Denmark,2021,0
Other reason,In the external border area,Denmark,2022,5
Other reason,In the external border area,Denmark,2023,0
Other reason,In the external border area,Estonia,2021,0
Other reason,In the external border area,Estonia,2022,0
Other reason,In the external border area,Estonia,2023,0
Other reason,In the external border area,Greece,2021,0
Other reason,In the external border area,Greece,2022,15
Other reason,In the external border area,Greece,2023,0
Other reason,In the external border area,Spain,2021,0
Other reason,In the external border area,Spain,2022,0
Other reason,In the external border area,Spain,2023,0
Other reason,In the external border area,Finland,2021,0
Other reason,In the external border area,Finland,2022,0
Other reason,In the external border area,Finland,2023,0
Other reason,In the external border area,France,2021,440
Other reason,In the external border area,France,2022,725
Other reason,In the external border area,France,2023,835
Other reason,In the external border area,Croatia,2021,25
Other reason,In the external border area,Croatia,2022,20
Other reason,In the external border area,Croatia,2023,145
Other reason,In the external border area,Hungary,2021,3750
Other reason,In the external border area,Hungary,2022,2355
Other reason,In the external border area,Hungary,2023,2410
Other reason,In the external border area,Ireland,2019,0
Other reason,In the external border area,Ireland,2020,0
Other reason,In the external border area,Ireland,2021,0
Other reason,In the external border area,Ireland,2022,0
Other reason,In the external border area,Ireland,2023,0
Other reason,In the external border area,Iceland,2021,0
Other reason,In the external border area,Italy,2021,0
Other reason,In the external border area,Italy,2022,1390
Other reason,In the external border area,Italy,2023,2240
Other reason,In the external border area,Liechtenstein,2021,0
Other reason,In the external border area,Liechtenstein,2022,0
Other reason,In the external border area,Liechtenstein,2023,0
Other reason,In the external border area,Lithuania,2021,0
Other reason,In the external border area,Lithuania,2022,0
Other reason,In the external border area,Lithuania,2023,0
Other reason,In the external border area,Luxembourg,2021,0
Other reason,In the external border area,Luxembourg,2022,40
Other reason,In the external border area,Luxembourg,2023,0
Other reason,In the external border area,Latvia,2021,0
Other reason,In the external border area,Latvia,2022,0
Other reason,In the external border area,Latvia,2023,0
Other reason,In the external border area,Montenegro,2021,5
Other reason,In the external border area,Montenegro,2022,0
Other reason,In the external border area,Montenegro,2023,205
Other reason,In the external border area,Malta,2021,0
Other reason,In the external border area,Malta,2022,0
Other reason,In the external border area,Malta,2023,0
Other reason,In the external border area,Netherlands,2021,0
Other reason,In the external border area,Netherlands,2022,0
Other reason,In the external border area,Netherlands,2023,0
Other reason,In the external border area,Norway,2021,0
Other reason,In the external border area,Norway,2022,0
Other reason,In the external border area,Poland,2021,2395
Other reason,In the external border area,Poland,2022,1250
Other reason,In the external border area,Poland,2023,1295
Other reason,In the external border area,Portugal,2021,0
Other reason,In the external border area,Portugal,2022,0
Other reason,In the external border area,Portugal,2023,0
Other reason,In the external border area,Romania,2021,9000
Other reason,In the external border area,Romania,2022,11385
Other reason,In the external border area,Romania,2023,15910
Other reason,In the external border area,Sweden,2021,285
Other reason,In the external border area,Sweden,2022,0
Other reason,In the external border area,Sweden,2023,0
Other reason,In the external border area,Slovenia,2021,975
Other reason,In the external border area,Slovenia,2022,45
Other reason,In the external border area,Slovenia,2023,0
Other reason,In the external border area,Slovakia,2021,0
Other reason,In the external border area,Slovakia,2022,0
Other reason,In the external border area,Slovakia,2023,0
Other reason,In the inland area,Austria,2021,38410
Other reason,In the inland area,Austria,2022,0
Other reason,In the inland area,Belgium,2021,10885
Other reason,In the inland area,Belgium,2022,9820
Other reason,In the inland area,Belgium,2023,9945
Other reason,In the inland area,Bulgaria,2021,0
Other reason,In the inland area,Bulgaria,2022,0
Other reason,In the inland area,Bulgaria,2023,0
Other reason,In the inland area,Switzerland,2020,0
Other reason,In the inland area,Switzerland,2021,0
Other reason,In the inland area,Switzerland,2022,0
Other reason,In the inland area,Switzerland,2023,0
Other reason,In the inland area,Cyprus,2021,0
Other reason,In the inland area,Cyprus,2022,0
Other reason,In the inland area,Cyprus,2023,65
Other reason,In the inland area,Czechia,2021,2785
Other reason,In the inland area,Czechia,2022,1225
Other reason,In the inland area,Czechia,2023,550
Other reason,In the inland area,Germany,2021,0
Other reason,In the inland area,Germany,2022,132900
Other reason,In the inland area,Germany,2023,173105
Other reason,In the inland area,Denmark,2021,20
Other reason,In the inland area,Denmark,2022,50
Other reason,In the inland area,Denmark,2023,20
Other reason,In the inland area,Estonia,2021,0
Other reason,In the inland area,Estonia,2022,0
Other reason,In the inland area,Estonia,2023,0
Other reason,In the inland area,Greece,2021,0
Other reason,In the inland area,Greece,2022,0
Other reason,In the inland area,Greece,2023,0
Other reason,In the inland area,Spain,2021,0
Other reason,In the inland area,Spain,2022,0
Other reason,In the inland area,Spain,2023,0
Other reason,In the inland area,Finland,2021,335
Other reason,In the inland area,Finland,2022,285
Other reason,In the inland area,Finland,2023,0
Other reason,In the inland area,France,2021,109055
Other reason,In the inland area,France,2022,104975
Other reason,In the inland area,France,2023,107900
Other reason,In the inland area,Croatia,2021,90
Other reason,In the inland area,Croatia,2022,140
Other reason,In the inland area,Croatia,2023,315
Other reason,In the inland area,Hungary,2021,350
Other reason,In the inland area,Hungary,2022,305
Other reason,In the inland area,Hungary,2023,395
Other reason,In the inland area,Ireland,2019,0
Other reason,In the inland area,Ireland,2020,0
Other reason,In the inland area,Ireland,2021,55
Other reason,In the inland area,Ireland,2022,60
Other reason,In the inland area,Ireland,2023,155
Other reason,In the inland area,Iceland,2021,0
Other reason,In the inland area,Italy,2021,0
Other reason,In the inland area,Italy,2022,0
Other reason,In the inland area,Italy,2023,0
Other reason,In the inland area,Liechtenstein,2021,0
Other reason,In the inland area,Liechtenstein,2022,0
Other reason,In the inland area,Liechtenstein,2023,0
Other reason,In the inland area,Lithuania,2021,0
Other reason,In the inland area,Lithuania,2022,0
Other reason,In the inland area,Lithuania,2023,0
Other reason,In the inland area,Luxembourg,2021,1045
Other reason,In the inland area,Luxembourg,2022,975
Other reason,In the inland area,Luxembourg,2023,185
Other reason,In the inland area,Latvia,2021,0
Other reason,In the inland area,Latvia,2022,0
Other reason,In the inland area,Latvia,2023,0
Other reason,In the inland area,Montenegro,2021,5
Other reason,In the inland area,Montenegro,2022,0
Other reason,In the inland area,Montenegro,2023,10
Other reason,In the inland area,Malta,2021,125
Other reason,In the inland area,Malta,2022,800
Other reason,In the inland area,Malta,2023,875
Other reason,In the inland area,Netherlands,2021,4915
Other reason,In the inland area,Netherlands,2022,5470
Other reason,In the inland area,Netherlands,2023,6475
Other reason,In the inland area,Norway,2021,0
Other reason,In the inland area,Norway,2022,1365
Other reason,In the inland area,Norway,2023,1375
Other reason,In the inland area,Poland,2021,4055
Other reason,In the inland area,Poland,2022,3800
Other reason,In the inland area,Poland,2023,6470
Other reason,In the inland area,Portugal,2021,90
Other reason,In the inland area,Portugal,2022,45
Other reason,In the inland area,Portugal,2023,20
Other reason,In the inland area,Romania,2021,215
Other reason,In the inland area,Romania,2022,485
Other reason,In the inland area,Romania,2023,400
Other reason,In the inland area,Sweden,2021,0
Other reason,In the inland area,Sweden,2022,2050
Other reason,In the inland area,Sweden,2023,1740
Other reason,In the inland area,Slovenia,2021,1690
Other reason,In the inland area,Slovenia,2022,175
Other reason,In the inland area,Slovenia,2023,280
Other reason,In the inland area,Slovakia,2021,5
Other reason,In the inland area,Slovakia,2022,10
Other reason,In the inland area,Slovakia,2023,30
